,ID,PPO_1_consumption,PPO_1_labor,PPO_1_savings,PPO_2_consumption,PPO_2_labor,PPO_2_savings,PPO_3_consumption,PPO_3_labor,PPO_3_savings
54,4,0.6256610155105591,0.0,0.038058681973522024,1.0,0.0,12.078635284466259,0.0,0.0,0.0025578829185609756
55,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,5,0.5581763386726379,1.0,0.44182366132736206,0.0,1.0,1.0,0.0,0.0,0.0
57,5,0.544180154800415,1.0,0.9021063446998596,1.0,0.0,1.0202020406723022,0.0,1.0,1.0
58,5,0.6501578092575073,0.0,0.2610607445240021,1.0,0.0,1.061014175415039,0.0,0.0,0.5050504803657532
59,5,0.5930001139640808,1.0,0.6706976294517517,1.0,0.0,1.1434630155563354,0.0,0.0,0.25507602095603943
60,5,0.6270666122436523,0.0,0.05040572211146355,1.0,0.0,1.3100262880325317,0.0,0.0,0.12882627546787262
61,5,0.5833481550216675,1.0,0.46756672859191895,1.0,0.0,1.6465176343917847,0.0,0.0,0.06506377458572388
62,5,0.5692610144615173,1.0,0.9030286073684692,1.0,0.0,2.326298236846924,0.0,0.42728590965270996,0.46014639735221863
63,5,0.6356061100959778,0.0,0.2765439748764038,1.0,0.0,3.6995925903320312,0.0,0.0,0.2323971688747406
64,5,0.5964006185531616,1.0,0.6829367280006409,1.0,0.0,6.47392463684082,0.0,0.0,0.1173723116517067
65,5,0.6641995310783386,0.0,0.02563556368682285,1.0,0.0,12.078635284466259,0.0,0.0,0.05927894400052547
66,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,6,0.5728369951248169,1.0,0.4271630048751831,0.0,1.0,1.0,0.0,0.0,0.0
68,6,0.5999693870544434,1.0,0.8315083980560303,1.0,0.0,1.0202020406723022,0.0,0.022449880838394165,0.022449880838394165
69,6,0.6583116054534912,0.0,0.18159586191177368,1.0,0.0,1.061014175415039,0.0,0.023014545440673828,0.0343528687953949
70,6,0.5812113881111145,1.0,0.6022188067436218,1.0,0.0,1.1434630155563354,0.0,0.0,0.017349934205412865
71,6,0.5876637697219849,0.0,0.020638026297092438,1.0,0.0,1.3100262880325317,0.0,0.0,0.008762592449784279
72,6,0.5538806915283203,1.0,0.46696579456329346,1.0,0.0,1.6465176343917847,0.0,0.3981447219848633,0.40257027745246887
73,6,0.6398758292198181,1.0,0.8318067789077759,1.0,0.0,2.326298236846924,0.0,0.0,0.20331831276416779
74,6,0.6178209781646729,0.0,0.2223879098892212,1.0,0.0,3.6995925903320312,0.0,0.5958626866340637,0.6985487341880798
75,6,0.5609763264656067,1.0,0.6636579036712646,1.0,0.0,6.47392463684082,0.0,0.0,0.3528023660182953
76,6,0.6294655203819275,0.0,0.04089601886931371,1.0,0.0,12.078635284466259,0.0,1.0,1.1781830188049562
77,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,7,0.5689351558685303,1.0,0.4310648441314697,0.0,1.0,1.0,0.0,0.0,0.0
79,7,0.5528517365455627,1.0,0.882567286491394,1.0,0.0,1.0202020406723022,0.0,0.5410206317901611,0.5410206317901611
80,7,0.6521254777908325,0.0,0.2393566370010376,1.0,0.0,1.061014175415039,0.0,0.0,0.2732427418231964
81,7,0.5990977883338928,1.0,0.642676591873169,1.0,0.0,1.1434630155563354,0.0,0.0,0.13800138235092163
82,7,0.6276928186416626,0.0,0.02147546038031578,1.0,0.0,1.3100262880325317,0.0,0.0,0.06969767063856125
83,7,0.567023754119873,1.0,0.45466864109039307,1.0,0.0,1.6465176343917847,0.0,1.0,1.035200834274292
84,7,0.5751962065696716,1.0,0.8840650320053101,1.0,0.0,2.326298236846924,0.0,0.7757384777069092,1.2985671758651733
85,7,0.6286634206771851,0.0,0.264331579208374,1.0,0.0,3.6995925903320312,0.0,0.0,0.6558420062065125
86,7,0.6026376485824585,1.0,0.6643639206886292,1.0,0.0,6.47392463684082,0.0,0.4202216863632202,0.7514550089836121
87,7,0.6297793984413147,0.0,0.041295281372147,1.0,0.0,12.078635284466259,0.0,0.0,0.3795227406180064
88,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,0.5904350280761719,1.0,0.4095649719238281,0.0,1.0,1.0,0.0,0.9317668676376343,0.9317668676376343
90,8,0.5926184058189392,1.0,0.8210836052894592,1.0,0.0,1.0202020406723022,0.0,0.0,0.4705893397331238
91,8,0.6159741282463074,0.0,0.21340322494506836,1.0,0.0,1.061014175415039,0.0,0.0,0.2376713752746582
92,8,0.5649153590202332,1.0,0.6506434679031372,1.0,0.0,1.1434630155563354,0.0,1.0,1.120036005973816
93,8,0.6357178092002869,0.0,0.021497808396816254,1.0,0.0,1.3100262880325317,0.0,0.0,0.5656747817993164
94,8,0.5354031920433044,1.0,0.48631176352500916,1.0,0.0,1.6465176343917847,0.0,0.0,0.28569433093070984
95,8,0.6412757635116577,1.0,0.8499482274055481,1.0,0.0,2.326298236846924,0.0,0.0,0.14429005980491638
96,8,0.6367496848106384,0.0,0.22178389132022858,1.0,0.0,3.6995925903320312,0.0,0.19681508839130402,0.26968884468078613
97,8,0.610427737236023,1.0,0.6135963797569275,1.0,0.0,6.47392463684082,0.0,0.0,0.1362064927816391
98,8,0.5898575186729431,0.0,0.029936821375650347,1.0,0.0,12.078635284466259,0.0,1.0,1.068791158754971
99,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,9,0.5738126635551453,1.0,0.42618733644485474,0.0,1.0,1.0,0.0,0.0,0.0
101,9,0.5824997425079346,1.0,0.8479925394058228,1.0,0.0,1.0202020406723022,0.0,0.0,0.0
102,9,0.6226476430892944,0.0,0.2339104562997818,1.0,0.0,1.061014175415039,0.0,1.0,1.0
103,9,0.553867757320404,1.0,0.682405412197113,1.0,0.0,1.1434630155563354,0.0,0.0,0.5050504803657532
104,9,0.6575123071670532,0.0,0.031786106526851654,1.0,0.0,1.3100262880325317,0.0,0.0,0.25507602095603943
105,9,0.5740560293197632,1.0,0.4580511450767517,1.0,0.0,1.6465176343917847,0.0,0.6067543029785156,0.735580563545227
106,9,0.5807125568389893,1.0,0.8819653987884521,1.0,0.0,2.326298236846924,0.0,0.0,0.37150534987449646
107,9,0.6192081570625305,0.0,0.2716659605503082,1.0,0.0,3.6995925903320312,0.5017713308334351,0.0,-0.3141423761844635
108,9,0.5757949352264404,1.0,0.6986151337623596,1.0,0.0,6.47392463684082,0.0,0.28881943225860596,0.13016167283058167
109,9,0.6270085573196411,0.0,0.07866328126471456,1.0,0.0,12.078635284466259,0.0,0.0,0.06573821659195127
110,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,10,0.5650877356529236,1.0,0.4349122643470764,0.0,1.0,1.0,0.0,0.0,0.0
112,10,0.5864351987838745,1.0,0.8528701066970825,1.0,0.0,1.0202020406723022,0.0,0.24415399134159088,0.24415399134159088
113,10,0.6371514797210693,0.0,0.2243334949016571,1.0,0.0,1.061014175415039,0.0,0.0,0.12331009656190872
114,10,0.6184788346290588,1.0,0.6081206202507019,1.0,0.0,1.1434630155563354,0.0,0.4814203381538391,0.5436981916427612
115,10,0.583798348903656,0.0,0.030464932322502136,1.0,0.0,1.3100262880325317,0.0,0.0,0.2745950222015381
116,10,0.5404250025749207,1.0,0.49034765362739563,1.0,0.0,1.6465176343917847,0.0,0.0,0.13868436217308044
117,10,0.6712393760681152,1.0,0.8240612745285034,1.0,0.0,2.326298236846924,0.0,0.0,0.07004260271787643
118,10,0.5967584848403931,0.0,0.23562665283679962,1.0,0.0,3.6995925903320312,0.0,0.11290962994098663,0.1482846885919571
119,10,0.5714168548583984,1.0,0.6665898561477661,1.0,0.0,6.47392463684082,0.0,0.0,0.07489125430583954
120,10,0.6304745078086853,0.0,0.04284858947231607,1.0,0.0,12.078635284466259,0.0,0.0,0.03782386580286794
121,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,11,0.5659580826759338,1.0,0.43404191732406616,0.0,1.0,1.0,0.0,0.0,0.0
123,11,0.5619697570800781,1.0,0.8764564394950867,1.0,0.0,1.0202020406723022,0.0,0.0,0.0
124,11,0.657500684261322,0.0,0.22780883312225342,1.0,0.0,1.061014175415039,0.0,0.2628026008605957,0.2628026008605957
125,11,0.6019778251647949,1.0,0.6281321048736572,1.0,0.0,1.1434630155563354,0.0,0.28499364852905273,0.417722225189209
126,11,0.6320775747299194,0.0,0.002399301156401634,1.0,0.0,1.3100262880325317,0.0,0.0,0.21097081899642944
127,11,0.5630989670753479,1.0,0.4393245577812195,1.0,0.0,1.6465176343917847,0.0,0.0,0.1065509244799614
128,11,0.5770236253738403,1.0,0.8667385578155518,1.0,0.0,2.326298236846924,0.0,0.0,0.053813595324754715
129,11,0.6511234045028687,0.0,0.2243700921535492,1.0,0.0,3.6995925903320312,0.0,0.6245280504226685,0.6517066359519958
130,11,0.5793202519416809,1.0,0.6473162174224854,1.0,0.0,6.47392463684082,0.0,0.022646963596343994,0.35179173946380615
131,11,0.606062650680542,0.0,0.04779210602408801,1.0,0.0,12.078635284466259,0.0,0.0,0.17767259021667411
132,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,12,0.581473708152771,1.0,0.418526291847229,0.0,1.0,1.0,0.0,0.0,0.0
134,12,0.5908063650131226,1.0,0.8319474458694458,1.0,0.0,1.0202020406723022,0.0,0.0,0.0
135,12,0.6259339451789856,0.0,0.21441702544689178,1.0,0.0,1.061014175415039,0.0,0.0,0.0
136,12,0.5898984670639038,1.0,0.6266843676567078,1.0,0.0,1.1434630155563354,0.0,0.0,0.0
137,12,0.5863422155380249,0.0,0.04667232185602188,1.0,0.0,1.3100262880325317,0.0,1.0,1.0
138,12,0.5816000699996948,1.0,0.4655436873435974,1.0,0.0,1.6465176343917847,0.0,0.0,0.5050504803657532
139,12,0.6076094508171082,1.0,0.8626366853713989,1.0,0.0,2.326298236846924,0.0,0.0,0.25507602095603943
140,12,0.6790395975112915,0.0,0.19231060147285461,1.0,0.0,3.6995925903320312,0.0,0.0,0.12882627546787262
141,12,0.5584048628807068,1.0,0.6358482837677002,1.0,0.0,6.47392463684082,0.0,0.8079936504364014,0.8730574250221252
142,12,0.634303867816925,0.0,0.007967114300689637,1.0,0.0,12.078635284466259,0.0,0.0,0.44093809225592284
143,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,13,0.5574374794960022,1.0,0.4425625205039978,0.0,1.0,1.0,0.0,0.6136832237243652,0.6136832237243652
145,13,0.5507434606552124,1.0,0.8962894082069397,1.0,0.0,1.0202020406723022,0.0,0.0,0.30994102358818054
146,13,0.6640978455543518,0.0,0.24124497175216675,1.0,0.0,1.061014175415039,0.0,0.0,0.15653586387634277
147,13,0.576062798500061,1.0,0.667618989944458,1.0,0.0,1.1434630155563354,0.0,0.0,0.07905852049589157
148,13,0.6385664343833923,0.0,0.03579618036746979,1.0,0.0,1.3100262880325317,0.0,0.1854969710111618,0.22542551159858704
149,13,0.5625157952308655,1.0,0.473641961812973,1.0,0.0,1.6465176343917847,0.0,0.8542441725730896,0.9680954217910767
150,13,0.6304144263267517,1.0,0.8480117917060852,1.0,0.0,2.326298236846924,0.0,0.0,0.4889370799064636
151,13,0.6325547695159912,0.0,0.22402280569076538,1.0,0.0,3.6995925903320312,0.0,0.0,0.24693793058395386
152,13,0.6025481820106506,1.0,0.6237374544143677,1.0,0.0,6.47392463684082,0.0,0.0,0.1247161254286766
153,13,0.5890235900878906,0.0,0.04101426980578449,1.0,0.0,12.078635284466259,0.0,0.0,0.06298794143526441
154,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,14,0.559863269329071,1.0,0.44013673067092896,0.0,1.0,1.0,0.0,0.0,0.0
156,14,0.5961868762969971,1.0,0.8483957052230835,1.0,0.0,1.0202020406723022,0.0,0.0,0.0
157,14,0.6453031897544861,0.0,0.2116621434688568,1.0,0.0,1.061014175415039,0.0,0.0676426887512207,0.0676426887512207
158,14,0.6086353063583374,1.0,0.6051648259162903,1.0,0.0,1.1434630155563354,0.0,0.0,0.0341629758477211
159,14,0.6033515334129333,0.0,0.00792608130723238,1.0,0.0,1.3100262880325317,0.0,1.0,1.0172539949417114
160,14,0.5493861436843872,1.0,0.45862001180648804,1.0,0.0,1.6465176343917847,0.0,0.0,0.5137646794319153
161,14,0.6169830560684204,1.0,0.8462694883346558,1.0,0.0,2.326298236846924,0.0,0.10536080598831177,0.3648379147052765
162,14,0.6349927186965942,0.0,0.2198249250650406,1.0,0.0,3.6995925903320312,0.0,0.0,0.18426157534122467
163,14,0.5644438862800598,1.0,0.6576014757156372,1.0,0.0,6.47392463684082,0.0,0.6786115169525146,0.7716729044914246
164,14,0.6216718554496765,0.0,0.04257207740586477,1.0,0.0,12.078635284466259,0.0,0.0,0.3897337957416575
165,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,15,0.5519530177116394,1.0,0.4480469822883606,0.0,1.0,1.0,0.0,0.0,0.0
167,15,0.5507184863090515,1.0,0.9018542170524597,1.0,0.0,1.0202020406723022,0.0,1.0,1.0
168,15,0.6557186841964722,0.0,0.255245178937912,1.0,0.0,1.061014175415039,0.0,0.0,0.5050504803657532
169,15,0.5980216860771179,1.0,0.659801721572876,1.0,0.0,1.1434630155563354,0.0,0.777003288269043,1.0320793390274048
170,15,0.6328810453414917,0.0,0.03358534350991249,1.0,0.0,1.3100262880325317,0.0,0.0,0.5212521553039551
171,15,0.5864782333374023,1.0,0.447446346282959,1.0,0.0,1.6465176343917847,0.0,0.0,0.2632586658000946
172,15,0.5634287595748901,1.0,0.8885372281074524,1.0,0.0,2.326298236846924,0.0,1.0,1.1329588890075684
173,15,0.6429108381271362,0.0,0.25460153818130493,1.0,0.0,3.6995925903320312,0.0,0.0,0.5722014904022217
174,15,0.6105543375015259,1.0,0.6466189622879028,1.0,0.0,6.47392463684082,0.0,0.0,0.28899064660072327
175,15,0.6366243958473206,0.0,0.016526046758435387,1.0,0.0,12.078635284466259,0.0,0.0,0.14595487134201884
176,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,16,0.5728558301925659,1.0,0.4271441698074341,0.0,1.0,1.0,0.0,0.0,0.0
178,16,0.5791630148887634,1.0,0.8522957563400269,1.0,0.0,1.0202020406723022,0.0,0.8703180551528931,0.8703180551528931
179,16,0.6242040991783142,0.0,0.23670068383216858,1.0,0.0,1.061014175415039,0.0,0.004137933254241943,0.44369250535964966
180,16,0.5777889490127563,1.0,0.6613026857376099,1.0,0.0,1.1434630155563354,0.0,0.0,0.22408711910247803
181,16,0.6019544005393982,0.0,0.06602808088064194,1.0,0.0,1.3100262880325317,0.0,1.0,1.1131752729415894
182,16,0.5491442084312439,1.0,0.5175508260726929,1.0,0.0,1.6465176343917847,0.0,0.0,0.5622097849845886
183,16,0.6002926230430603,1.0,0.9224860072135925,1.0,0.0,2.326298236846924,0.0,0.0,0.283944308757782
184,16,0.6587404012680054,0.0,0.27306362986564636,1.0,0.0,3.6995925903320312,0.0,0.16166865825653076,0.30507487058639526
185,16,0.5869731307029724,1.0,0.6888487339019775,1.0,0.0,6.47392463684082,0.0,0.21876704692840576,0.37284526228904724
186,16,0.6433788537979126,0.0,0.052427928310586625,1.0,0.0,12.078635284466259,0.0,0.0,0.1883056917204376
187,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,17,0.5893298387527466,1.0,0.4106701612472534,0.0,1.0,1.0,0.0,0.37165647745132446,0.37165647745132446
189,17,0.595649778842926,1.0,0.8191685676574707,1.0,0.0,1.0202020406723022,0.0,0.0,0.18770529329776764
190,17,0.5991640686988831,0.0,0.22827892005443573,1.0,0.0,1.061014175415039,0.0,0.0,0.09480065107345581
191,17,0.607102632522583,1.0,0.6234821677207947,1.0,0.0,1.1434630155563354,0.0,0.0,0.04787911847233772
192,17,0.5909900069236755,0.0,0.038789935410022736,1.0,0.0,1.3100262880325317,0.0,0.8822156190872192,0.9063969850540161
193,17,0.5544573664665222,1.0,0.48472437262535095,1.0,0.0,1.6465176343917847,0.0,0.0,0.4577762484550476
194,17,0.6255099773406982,1.0,0.8641105890274048,1.0,0.0,2.326298236846924,0.0,0.0,0.23120012879371643
195,17,0.6798163652420044,0.0,0.19302263855934143,1.0,0.0,3.6995925903320312,0.0,0.0,0.11676774173974991
196,17,0.5690062642097473,1.0,0.6259660720825195,1.0,0.0,6.47392463684082,0.0,0.24962763488292694,0.3086012303829193
197,17,0.6084397435188293,0.0,0.023849245053937818,1.0,0.0,12.078635284466259,0.0,0.0,0.15585921327631164
198,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,18,0.5634791254997253,1.0,0.43652087450027466,0.0,1.0,1.0,0.0,1.0,1.0
200,18,0.5894720554351807,1.0,0.8514581322669983,1.0,0.0,1.0202020406723022,0.0,0.0,0.5050504803657532
201,18,0.6349439024925232,0.0,0.22511480748653412,1.0,0.0,1.061014175415039,0.0,0.0,0.25507602095603943
202,18,0.5868732333183289,1.0,0.6405154466629028,1.0,0.0,1.1434630155563354,0.0,0.0,0.12882627546787262
203,18,0.6230588555335999,0.0,0.02392645739018917,1.0,0.0,1.3100262880325317,0.0,0.0,0.06506377458572388
204,18,0.5600979328155518,1.0,0.464070200920105,1.0,0.0,1.6465176343917847,0.0,0.14706699550151825,0.17992748320102692
205,18,0.6060010194778442,1.0,0.8627567887306213,1.0,0.0,2.326298236846924,0.0,0.0,0.09087246656417847
206,18,0.6370764374732971,0.0,0.23439504206180573,1.0,0.0,3.6995925903320312,0.0,0.0,0.04589518532156944
207,18,0.5826109051704407,1.0,0.6541517376899719,1.0,0.0,6.47392463684082,0.0,0.0,0.02317938767373562
208,18,0.613747775554657,0.0,0.0470115803423381,1.0,0.0,12.078635284466259,0.0,0.05692373216152191,0.06863049316288548
209,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,19,0.5774140954017639,1.0,0.4225859045982361,0.0,1.0,1.0,0.011404156684875488,0.0,-0.011404156684875488
211,19,0.5911887884140015,1.0,0.8356656432151794,1.0,0.0,1.0202020406723022,0.0,0.3601366877555847,0.35437700152397156
212,19,0.6242940425872803,0.0,0.21981269121170044,1.0,0.0,1.061014175415039,0.0,0.0,0.17897829413414001
213,19,0.6035257577896118,1.0,0.6185072660446167,1.0,0.0,1.1434630155563354,0.0,0.0,0.0903930738568306
214,19,0.6163894534111023,0.0,0.008365352638065815,1.0,0.0,1.3100262880325317,0.0,0.0,0.04565306752920151
215,19,0.5629407167434692,1.0,0.445509135723114,1.0,0.0,1.6465176343917847,0.0,0.4982035756111145,0.521260678768158
216,19,0.5680159330368042,1.0,0.881993293762207,1.0,0.0,2.326298236846924,0.0,0.0,0.26326295733451843
217,19,0.6696813702583313,0.0,0.2212209403514862,1.0,0.0,3.6995925903320312,0.0,0.0,0.13296109437942505
218,19,0.6066984534263611,1.0,0.6167570352554321,1.0,0.0,6.47392463684082,0.0,0.0,0.06715206801891327
219,19,0.6146982908248901,0.0,0.008288626211606864,1.0,0.0,12.078635284466259,0.0,0.2846185564994812,0.3185337427107111
220,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,20,0.5659869909286499,1.0,0.4340130090713501,0.0,1.0,1.0,0.0,0.016928590834140778,0.016928590834140778
222,20,0.6004011034965515,1.0,0.8379958868026733,1.0,0.0,1.0202020406723022,0.0,0.0,0.008549793623387814
223,20,0.6252104043960571,0.0,0.22125007212162018,1.0,0.0,1.061014175415039,0.0,0.22939400374889374,0.2337120771408081
224,20,0.5697690844535828,1.0,0.6537158489227295,1.0,0.0,1.1434630155563354,0.0,0.024566739797592163,0.14260314404964447
225,20,0.6260150671005249,0.0,0.03430396318435669,1.0,0.0,1.3100262880325317,0.0,0.7963066697120667,0.8683284521102905
226,20,0.5931371450424194,1.0,0.441513329744339,1.0,0.0,1.6465176343917847,0.0,0.0,0.4385497272014618
227,20,0.5800368785858154,1.0,0.8659361600875854,1.0,0.0,2.326298236846924,0.0,0.0,0.22148975729942322
228,20,0.6273501515388489,0.0,0.2473328560590744,1.0,0.0,3.6995925903320312,0.0,0.0,0.11186351627111435
229,20,0.5948953032493591,1.0,0.6549358367919922,1.0,0.0,6.47392463684082,0.0,0.0,0.05649672448635101
230,20,0.6012510061264038,0.0,0.060300369925273545,1.0,0.0,12.078635284466259,0.0,1.0,1.028533699561522
231,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,21,0.5245180726051331,1.0,0.47548192739486694,0.0,1.0,1.0,0.0,0.0,0.0
233,21,0.5980157852172852,1.0,0.8822689652442932,1.0,0.0,1.0202020406723022,0.0,0.0,0.0
234,21,0.6552696824073792,0.0,0.23591111600399017,1.0,0.0,1.061014175415039,0.0,0.0,0.0
235,21,0.6129733920097351,1.0,0.6253206729888916,1.0,0.0,1.1434630155563354,0.0,1.0,1.0
236,21,0.5795482993125916,0.0,0.05208873376250267,1.0,0.0,1.3100262880325317,0.0,0.3554725646972656,0.8605230450630188
237,21,0.5797508358955383,1.0,0.4728640615940094,1.0,0.0,1.6465176343917847,0.0,0.0,0.4346076250076294
238,21,0.5884579420089722,1.0,0.8891825079917908,1.0,0.0,2.326298236846924,0.0,0.21573913097381592,0.43523791432380676
